code.after,code.before,adjustment
271019,3345,1992 to 1988
271021,3341,1992 to 1988
271021,3342,1992 to 1988
271021,3343,1992 to 1988
271021,3344,1992 to 1988
271021,3345,1992 to 1988
271022,3341,1992 to 1988
271022,3342,1992 to 1988
271022,3343,1992 to 1988
271022,3344,1992 to 1988
271022,3345,1992 to 1988
271025,3341,1992 to 1988
271025,3342,1992 to 1988
271025,3343,1992 to 1988
271025,3344,1992 to 1988
271025,3345,1992 to 1988
271026,3341,1992 to 1988
271026,3342,1992 to 1988
271026,3343,1992 to 1988
271026,3344,1992 to 1988
271026,3345,1992 to 1988
271027,3341,1992 to 1988
271027,3342,1992 to 1988
271027,3343,1992 to 1988
271027,3344,1992 to 1988
271027,3345,1992 to 1988
271029,3341,1992 to 1988
271029,3342,1992 to 1988
271029,3343,1992 to 1988
271029,3344,1992 to 1988
271029,3345,1992 to 1988
271091,3341,1992 to 1988
271091,3342,1992 to 1988
271091,3343,1992 to 1988
271091,3344,1992 to 1988
271091,3345,1992 to 1988
271093,3341,1992 to 1988
271093,3342,1992 to 1988
271093,3343,1992 to 1988
271093,3344,1992 to 1988
271093,3345,1992 to 1988
271094,3341,1992 to 1988
271094,3342,1992 to 1988
271094,3343,1992 to 1988
271094,3344,1992 to 1988
271094,3345,1992 to 1988
271095,3341,1992 to 1988
271095,3342,1992 to 1988
271095,3343,1992 to 1988
271095,3344,1992 to 1988
271095,3345,1992 to 1988
271096,3341,1992 to 1988
271096,3342,1992 to 1988
271096,3343,1992 to 1988
271096,3344,1992 to 1988
271096,3345,1992 to 1988
271099,3341,1992 to 1988
271099,3342,1992 to 1988
271099,3343,1992 to 1988
271099,3344,1992 to 1988
271099,3345,1992 to 1988
380999,5989,1992 to 1988
999999,9999,1992 to 1988
999999,9110,1992 to 1988
999999,9310,1992 to 1988
code.after,code.before,adjustment
999999,999999,2007 to 2002
999999,999999,2007 to 2002
code.after,code.before,adjustment
9710,8971,1976 to 1962
9710,8972,1976 to 1962
6516,6514,1976 to 1962
code.after,code.before,adjustment
999999,999999,2012 to 2007
291616,291636,2012 to 2007
999999,999999,2012 to 2007
code.after,code.before,adjustment
271011,271000,1996 to 1992
271011,271011,1996 to 1992
271011,271012,1996 to 1992
271011,271013,1996 to 1992
271011,271014,1996 to 1992
271011,271015,1996 to 1992
271011,271016,1996 to 1992
271011,271019,1996 to 1992
271011,271021,1996 to 1992
271011,271022,1996 to 1992
271011,271025,1996 to 1992
271011,271026,1996 to 1992
271011,271027,1996 to 1992
271011,271029,1996 to 1992
271011,271091,1996 to 1992
271011,271093,1996 to 1992
271011,271094,1996 to 1992
271011,271095,1996 to 1992
271011,271096,1996 to 1992
271011,271099,1996 to 1992
271012,271000,1996 to 1992
271012,271011,1996 to 1992
271012,271012,1996 to 1992
271012,271013,1996 to 1992
271012,271014,1996 to 1992
271012,271015,1996 to 1992
271012,271016,1996 to 1992
271012,271019,1996 to 1992
271012,271021,1996 to 1992
271012,271022,1996 to 1992
271012,271025,1996 to 1992
271012,271026,1996 to 1992
271012,271027,1996 to 1992
271012,271029,1996 to 1992
271012,271091,1996 to 1992
271012,271093,1996 to 1992
271012,271094,1996 to 1992
271012,271095,1996 to 1992
271012,271096,1996 to 1992
271012,271099,1996 to 1992
271013,271000,1996 to 1992
271013,271011,1996 to 1992
271013,271012,1996 to 1992
271013,271013,1996 to 1992
271013,271014,1996 to 1992
271013,271015,1996 to 1992
271013,271016,1996 to 1992
271013,271019,1996 to 1992
271013,271021,1996 to 1992
271013,271022,1996 to 1992
271013,271025,1996 to 1992
271013,271026,1996 to 1992
271013,271027,1996 to 1992
271013,271029,1996 to 1992
271013,271091,1996 to 1992
271013,271093,1996 to 1992
271013,271094,1996 to 1992
271013,271095,1996 to 1992
271013,271096,1996 to 1992
271013,271099,1996 to 1992
271014,271000,1996 to 1992
271014,271011,1996 to 1992
271014,271012,1996 to 1992
271014,271013,1996 to 1992
271014,271014,1996 to 1992
271014,271015,1996 to 1992
271014,271016,1996 to 1992
271014,271019,1996 to 1992
271014,271021,1996 to 1992
271014,271022,1996 to 1992
271014,271025,1996 to 1992
271014,271026,1996 to 1992
271014,271027,1996 to 1992
271014,271029,1996 to 1992
271014,271091,1996 to 1992
271014,271093,1996 to 1992
271014,271094,1996 to 1992
271014,271095,1996 to 1992
271014,271096,1996 to 1992
271014,271099,1996 to 1992
271015,271000,1996 to 1992
271015,271011,1996 to 1992
271015,271012,1996 to 1992
271015,271013,1996 to 1992
271015,271014,1996 to 1992
271015,271015,1996 to 1992
271015,271016,1996 to 1992
271015,271019,1996 to 1992
271015,271021,1996 to 1992
271015,271022,1996 to 1992
271015,271025,1996 to 1992
271015,271026,1996 to 1992
271015,271027,1996 to 1992
271015,271029,1996 to 1992
271015,271091,1996 to 1992
271015,271093,1996 to 1992
271015,271094,1996 to 1992
271015,271095,1996 to 1992
271015,271096,1996 to 1992
271015,271099,1996 to 1992
271016,271000,1996 to 1992
271016,271011,1996 to 1992
271016,271012,1996 to 1992
271016,271013,1996 to 1992
271016,271014,1996 to 1992
271016,271015,1996 to 1992
271016,271016,1996 to 1992
271016,271019,1996 to 1992
271016,271021,1996 to 1992
271016,271022,1996 to 1992
271016,271025,1996 to 1992
271016,271026,1996 to 1992
271016,271027,1996 to 1992
271016,271029,1996 to 1992
271016,271091,1996 to 1992
271016,271093,1996 to 1992
271016,271094,1996 to 1992
271016,271095,1996 to 1992
271016,271096,1996 to 1992
271016,271099,1996 to 1992
271019,271000,1996 to 1992
271019,271011,1996 to 1992
271019,271012,1996 to 1992
271019,271013,1996 to 1992
271019,271014,1996 to 1992
271019,271015,1996 to 1992
271019,271016,1996 to 1992
271019,271019,1996 to 1992
271019,271021,1996 to 1992
271019,271022,1996 to 1992
271019,271025,1996 to 1992
271019,271026,1996 to 1992
271019,271027,1996 to 1992
271019,271029,1996 to 1992
271019,271091,1996 to 1992
271019,271093,1996 to 1992
271019,271094,1996 to 1992
271019,271095,1996 to 1992
271019,271096,1996 to 1992
271019,271099,1996 to 1992
271021,271000,1996 to 1992
271021,271011,1996 to 1992
271021,271012,1996 to 1992
271021,271013,1996 to 1992
271021,271014,1996 to 1992
271021,271015,1996 to 1992
271021,271016,1996 to 1992
271021,271019,1996 to 1992
271021,271021,1996 to 1992
271021,271022,1996 to 1992
271021,271025,1996 to 1992
271021,271026,1996 to 1992
271021,271027,1996 to 1992
271021,271029,1996 to 1992
271021,271091,1996 to 1992
271021,271093,1996 to 1992
271021,271094,1996 to 1992
271021,271095,1996 to 1992
271021,271096,1996 to 1992
271021,271099,1996 to 1992
271022,271000,1996 to 1992
271022,271011,1996 to 1992
271022,271012,1996 to 1992
271022,271013,1996 to 1992
271022,271014,1996 to 1992
271022,271015,1996 to 1992
271022,271016,1996 to 1992
271022,271019,1996 to 1992
271022,271021,1996 to 1992
271022,271022,1996 to 1992
271022,271025,1996 to 1992
271022,271026,1996 to 1992
271022,271027,1996 to 1992
271022,271029,1996 to 1992
271022,271091,1996 to 1992
271022,271093,1996 to 1992
271022,271094,1996 to 1992
271022,271095,1996 to 1992
271022,271096,1996 to 1992
271022,271099,1996 to 1992
271025,271000,1996 to 1992
271025,271011,1996 to 1992
271025,271012,1996 to 1992
271025,271013,1996 to 1992
271025,271014,1996 to 1992
271025,271015,1996 to 1992
271025,271016,1996 to 1992
271025,271019,1996 to 1992
271025,271021,1996 to 1992
271025,271022,1996 to 1992
271025,271025,1996 to 1992
271025,271026,1996 to 1992
271025,271027,1996 to 1992
271025,271029,1996 to 1992
271025,271091,1996 to 1992
271025,271093,1996 to 1992
271025,271094,1996 to 1992
271025,271095,1996 to 1992
271025,271096,1996 to 1992
271025,271099,1996 to 1992
271026,271000,1996 to 1992
271026,271011,1996 to 1992
271026,271012,1996 to 1992
271026,271013,1996 to 1992
271026,271014,1996 to 1992
271026,271015,1996 to 1992
271026,271016,1996 to 1992
271026,271019,1996 to 1992
271026,271021,1996 to 1992
271026,271022,1996 to 1992
271026,271025,1996 to 1992
271026,271026,1996 to 1992
271026,271027,1996 to 1992
271026,271029,1996 to 1992
271026,271091,1996 to 1992
271026,271093,1996 to 1992
271026,271094,1996 to 1992
271026,271095,1996 to 1992
271026,271096,1996 to 1992
271026,271099,1996 to 1992
271027,271000,1996 to 1992
271027,271011,1996 to 1992
271027,271012,1996 to 1992
271027,271013,1996 to 1992
271027,271014,1996 to 1992
271027,271015,1996 to 1992
271027,271016,1996 to 1992
271027,271019,1996 to 1992
271027,271021,1996 to 1992
271027,271022,1996 to 1992
271027,271025,1996 to 1992
271027,271026,1996 to 1992
271027,271027,1996 to 1992
271027,271029,1996 to 1992
271027,271091,1996 to 1992
271027,271093,1996 to 1992
271027,271094,1996 to 1992
271027,271095,1996 to 1992
271027,271096,1996 to 1992
271027,271099,1996 to 1992
271029,271000,1996 to 1992
271029,271011,1996 to 1992
271029,271012,1996 to 1992
271029,271013,1996 to 1992
271029,271014,1996 to 1992
271029,271015,1996 to 1992
271029,271016,1996 to 1992
271029,271019,1996 to 1992
271029,271021,1996 to 1992
271029,271022,1996 to 1992
271029,271025,1996 to 1992
271029,271026,1996 to 1992
271029,271027,1996 to 1992
271029,271029,1996 to 1992
271029,271091,1996 to 1992
271029,271093,1996 to 1992
271029,271094,1996 to 1992
271029,271095,1996 to 1992
271029,271096,1996 to 1992
271029,271099,1996 to 1992
271091,271000,1996 to 1992
271091,271011,1996 to 1992
271091,271012,1996 to 1992
271091,271013,1996 to 1992
271091,271014,1996 to 1992
271091,271015,1996 to 1992
271091,271016,1996 to 1992
271091,271019,1996 to 1992
271091,271021,1996 to 1992
271091,271022,1996 to 1992
271091,271025,1996 to 1992
271091,271026,1996 to 1992
271091,271027,1996 to 1992
271091,271029,1996 to 1992
271091,271091,1996 to 1992
271091,271093,1996 to 1992
271091,271094,1996 to 1992
271091,271095,1996 to 1992
271091,271096,1996 to 1992
271091,271099,1996 to 1992
271093,271000,1996 to 1992
271093,271011,1996 to 1992
271093,271012,1996 to 1992
271093,271013,1996 to 1992
271093,271014,1996 to 1992
271093,271015,1996 to 1992
271093,271016,1996 to 1992
271093,271019,1996 to 1992
271093,271021,1996 to 1992
271093,271022,1996 to 1992
271093,271025,1996 to 1992
271093,271026,1996 to 1992
271093,271027,1996 to 1992
271093,271029,1996 to 1992
271093,271091,1996 to 1992
271093,271093,1996 to 1992
271093,271094,1996 to 1992
271093,271095,1996 to 1992
271093,271096,1996 to 1992
271093,271099,1996 to 1992
271094,271000,1996 to 1992
271094,271011,1996 to 1992
271094,271012,1996 to 1992
271094,271013,1996 to 1992
271094,271014,1996 to 1992
271094,271015,1996 to 1992
271094,271016,1996 to 1992
271094,271019,1996 to 1992
271094,271021,1996 to 1992
271094,271022,1996 to 1992
271094,271025,1996 to 1992
271094,271026,1996 to 1992
271094,271027,1996 to 1992
271094,271029,1996 to 1992
271094,271091,1996 to 1992
271094,271093,1996 to 1992
271094,271094,1996 to 1992
271094,271095,1996 to 1992
271094,271096,1996 to 1992
271094,271099,1996 to 1992
271095,271000,1996 to 1992
271095,271011,1996 to 1992
271095,271012,1996 to 1992
271095,271013,1996 to 1992
271095,271014,1996 to 1992
271095,271015,1996 to 1992
271095,271016,1996 to 1992
271095,271019,1996 to 1992
271095,271021,1996 to 1992
271095,271022,1996 to 1992
271095,271025,1996 to 1992
271095,271026,1996 to 1992
271095,271027,1996 to 1992
271095,271029,1996 to 1992
271095,271091,1996 to 1992
271095,271093,1996 to 1992
271095,271094,1996 to 1992
271095,271095,1996 to 1992
271095,271096,1996 to 1992
271095,271099,1996 to 1992
271096,271000,1996 to 1992
271096,271011,1996 to 1992
271096,271012,1996 to 1992
271096,271013,1996 to 1992
271096,271014,1996 to 1992
271096,271015,1996 to 1992
271096,271016,1996 to 1992
271096,271019,1996 to 1992
271096,271021,1996 to 1992
271096,271022,1996 to 1992
271096,271025,1996 to 1992
271096,271026,1996 to 1992
271096,271027,1996 to 1992
271096,271029,1996 to 1992
271096,271091,1996 to 1992
271096,271093,1996 to 1992
271096,271094,1996 to 1992
271096,271095,1996 to 1992
271096,271096,1996 to 1992
271096,271099,1996 to 1992
271099,271000,1996 to 1992
271099,271011,1996 to 1992
271099,271012,1996 to 1992
271099,271013,1996 to 1992
271099,271014,1996 to 1992
271099,271015,1996 to 1992
271099,271016,1996 to 1992
271099,271019,1996 to 1992
271099,271021,1996 to 1992
271099,271022,1996 to 1992
271099,271025,1996 to 1992
271099,271026,1996 to 1992
271099,271027,1996 to 1992
271099,271029,1996 to 1992
271099,271091,1996 to 1992
271099,271093,1996 to 1992
271099,271094,1996 to 1992
271099,271095,1996 to 1992
271099,271096,1996 to 1992
271099,271099,1996 to 1992
999999,999999,1996 to 1992
271000,271011,1996 to 1992
271011,271011,1996 to 1992
271012,271011,1996 to 1992
271013,271011,1996 to 1992
271014,271011,1996 to 1992
271015,271011,1996 to 1992
271016,271011,1996 to 1992
271019,271011,1996 to 1992
271021,271011,1996 to 1992
271022,271011,1996 to 1992
271025,271011,1996 to 1992
271026,271011,1996 to 1992
271027,271011,1996 to 1992
271029,271011,1996 to 1992
271091,271011,1996 to 1992
271093,271011,1996 to 1992
271094,271011,1996 to 1992
271095,271011,1996 to 1992
271096,271011,1996 to 1992
271099,271011,1996 to 1992
271000,271012,1996 to 1992
271011,271012,1996 to 1992
271012,271012,1996 to 1992
271013,271012,1996 to 1992
271014,271012,1996 to 1992
271015,271012,1996 to 1992
271016,271012,1996 to 1992
271019,271012,1996 to 1992
271021,271012,1996 to 1992
271022,271012,1996 to 1992
271025,271012,1996 to 1992
271026,271012,1996 to 1992
271027,271012,1996 to 1992
271029,271012,1996 to 1992
271091,271012,1996 to 1992
271093,271012,1996 to 1992
271094,271012,1996 to 1992
271095,271012,1996 to 1992
271096,271012,1996 to 1992
271099,271012,1996 to 1992
271000,271013,1996 to 1992
271011,271013,1996 to 1992
271012,271013,1996 to 1992
271013,271013,1996 to 1992
271014,271013,1996 to 1992
271015,271013,1996 to 1992
271016,271013,1996 to 1992
271019,271013,1996 to 1992
271021,271013,1996 to 1992
271022,271013,1996 to 1992
271025,271013,1996 to 1992
271026,271013,1996 to 1992
271027,271013,1996 to 1992
271029,271013,1996 to 1992
271091,271013,1996 to 1992
271093,271013,1996 to 1992
271094,271013,1996 to 1992
271095,271013,1996 to 1992
271096,271013,1996 to 1992
271099,271013,1996 to 1992
271000,271014,1996 to 1992
271011,271014,1996 to 1992
271012,271014,1996 to 1992
271013,271014,1996 to 1992
271014,271014,1996 to 1992
271015,271014,1996 to 1992
271016,271014,1996 to 1992
271019,271014,1996 to 1992
271021,271014,1996 to 1992
271022,271014,1996 to 1992
271025,271014,1996 to 1992
271026,271014,1996 to 1992
271027,271014,1996 to 1992
271029,271014,1996 to 1992
271091,271014,1996 to 1992
271093,271014,1996 to 1992
271094,271014,1996 to 1992
271095,271014,1996 to 1992
271096,271014,1996 to 1992
271099,271014,1996 to 1992
271000,271015,1996 to 1992
271011,271015,1996 to 1992
271012,271015,1996 to 1992
271013,271015,1996 to 1992
271014,271015,1996 to 1992
271015,271015,1996 to 1992
271016,271015,1996 to 1992
271019,271015,1996 to 1992
271021,271015,1996 to 1992
271022,271015,1996 to 1992
271025,271015,1996 to 1992
271026,271015,1996 to 1992
271027,271015,1996 to 1992
271029,271015,1996 to 1992
271091,271015,1996 to 1992
271093,271015,1996 to 1992
271094,271015,1996 to 1992
271095,271015,1996 to 1992
271096,271015,1996 to 1992
271099,271015,1996 to 1992
271000,271016,1996 to 1992
271011,271016,1996 to 1992
271012,271016,1996 to 1992
271013,271016,1996 to 1992
271014,271016,1996 to 1992
271015,271016,1996 to 1992
271016,271016,1996 to 1992
271019,271016,1996 to 1992
271021,271016,1996 to 1992
271022,271016,1996 to 1992
271025,271016,1996 to 1992
271026,271016,1996 to 1992
271027,271016,1996 to 1992
271029,271016,1996 to 1992
271091,271016,1996 to 1992
271093,271016,1996 to 1992
271094,271016,1996 to 1992
271095,271016,1996 to 1992
271096,271016,1996 to 1992
271099,271016,1996 to 1992
271000,271019,1996 to 1992
271011,271019,1996 to 1992
271012,271019,1996 to 1992
271013,271019,1996 to 1992
271014,271019,1996 to 1992
271015,271019,1996 to 1992
271016,271019,1996 to 1992
271019,271019,1996 to 1992
271021,271019,1996 to 1992
271022,271019,1996 to 1992
271025,271019,1996 to 1992
271026,271019,1996 to 1992
271027,271019,1996 to 1992
271029,271019,1996 to 1992
271091,271019,1996 to 1992
271093,271019,1996 to 1992
271094,271019,1996 to 1992
271095,271019,1996 to 1992
271096,271019,1996 to 1992
271099,271019,1996 to 1992
271000,271021,1996 to 1992
271011,271021,1996 to 1992
271012,271021,1996 to 1992
271013,271021,1996 to 1992
271014,271021,1996 to 1992
271015,271021,1996 to 1992
271016,271021,1996 to 1992
271019,271021,1996 to 1992
271021,271021,1996 to 1992
271022,271021,1996 to 1992
271025,271021,1996 to 1992
271026,271021,1996 to 1992
271027,271021,1996 to 1992
271029,271021,1996 to 1992
271091,271021,1996 to 1992
271093,271021,1996 to 1992
271094,271021,1996 to 1992
271095,271021,1996 to 1992
271096,271021,1996 to 1992
271099,271021,1996 to 1992
271000,271022,1996 to 1992
271011,271022,1996 to 1992
271012,271022,1996 to 1992
271013,271022,1996 to 1992
271014,271022,1996 to 1992
271015,271022,1996 to 1992
271016,271022,1996 to 1992
271019,271022,1996 to 1992
271021,271022,1996 to 1992
271022,271022,1996 to 1992
271025,271022,1996 to 1992
271026,271022,1996 to 1992
271027,271022,1996 to 1992
271029,271022,1996 to 1992
271091,271022,1996 to 1992
271093,271022,1996 to 1992
271094,271022,1996 to 1992
271095,271022,1996 to 1992
271096,271022,1996 to 1992
271099,271022,1996 to 1992
271000,271025,1996 to 1992
271011,271025,1996 to 1992
271012,271025,1996 to 1992
271013,271025,1996 to 1992
271014,271025,1996 to 1992
271015,271025,1996 to 1992
271016,271025,1996 to 1992
271019,271025,1996 to 1992
271021,271025,1996 to 1992
271022,271025,1996 to 1992
271025,271025,1996 to 1992
271026,271025,1996 to 1992
271027,271025,1996 to 1992
271029,271025,1996 to 1992
271091,271025,1996 to 1992
271093,271025,1996 to 1992
271094,271025,1996 to 1992
271095,271025,1996 to 1992
271096,271025,1996 to 1992
271099,271025,1996 to 1992
271000,271026,1996 to 1992
271011,271026,1996 to 1992
271012,271026,1996 to 1992
271013,271026,1996 to 1992
271014,271026,1996 to 1992
271015,271026,1996 to 1992
271016,271026,1996 to 1992
271019,271026,1996 to 1992
271021,271026,1996 to 1992
271022,271026,1996 to 1992
271025,271026,1996 to 1992
271026,271026,1996 to 1992
271027,271026,1996 to 1992
271029,271026,1996 to 1992
271091,271026,1996 to 1992
271093,271026,1996 to 1992
271094,271026,1996 to 1992
271095,271026,1996 to 1992
271096,271026,1996 to 1992
271099,271026,1996 to 1992
271000,271027,1996 to 1992
271011,271027,1996 to 1992
271012,271027,1996 to 1992
